Remision,Consignatario,Fecha Entrega,Fecha documento,Fecha Elaboracion,Cantidad,SKU,Unidad de medida,Descripcion,Creador,Estado,Proveedor Foraneo,PU Proveedor,Vigencia Pu,**Subtotal Opl**,IVA OPL,IEPS OPL,**Total OPL**
BCS26-70,UNIDAD  SAN JOSÉ DEL CABO,02/02/2026,02/02/2026,28/01/2026,3,ABA3068,PIEZA,ACEITE DE CANOLA DE 1 LT,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,47,31/03/2026, $141.00 , $-   , $-   , $141.00 
BCS26-70,UNIDAD  SAN JOSÉ DEL CABO,02/02/2026,02/02/2026,28/01/2026,1,PSEC3,KILO,AJO EN POLVO ,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,135,31/03/2026, $135.00 , $-   , $-   , $135.00 
BCS26-70,UNIDAD  SAN JOSÉ DEL CABO,02/02/2026,02/02/2026,28/01/2026,4,ABA80,PIEZA,ARROZ SUPER EXTRA-BOLSA 1 KG,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,45.5,31/03/2026, $182.00 , $-   , $-   , $182.00 
BCS26-70,UNIDAD  SAN JOSÉ DEL CABO,02/02/2026,02/02/2026,28/01/2026,2,PSEC14,KILO,AZÚCAR ESTÁNDAR,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,35,31/03/2026, $70.00 , $-   , $-   , $70.00 
BCS26-70,UNIDAD  SAN JOSÉ DEL CABO,02/02/2026,02/02/2026,28/01/2026,1,ABA947,PIEZA,CAFÉ TOSTADO Y MOLIDO DE 400 GRS,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,244,31/03/2026, $244.00 , $-   , $-   , $244.00 
BCS26-70,UNIDAD  SAN JOSÉ DEL CABO,02/02/2026,02/02/2026,28/01/2026,2,ABA3992,PIEZA,CONCENTRADO DE JAMAICA BOTELLA DE 750 ML (**) (*),RIVAS,BAJA CALIFORNIA SUR,GRUPO K,82.6,31/03/2026, $165.20 , $26.43 , $13.22 , $204.85 
BCS26-70,UNIDAD  SAN JOSÉ DEL CABO,02/02/2026,02/02/2026,28/01/2026,2,ABA3993,PIEZA,CONCENTRADO DE TAMARINDO BOTELLA  750 ML. (**) (*),RIVAS,BAJA CALIFORNIA SUR,GRUPO K,82.6,31/03/2026, $165.20 , $26.43 , $13.22 , $204.85 
BCS26-70,UNIDAD  SAN JOSÉ DEL CABO,02/02/2026,02/02/2026,28/01/2026,2,ABA4360,PIEZA,CONCENTRADO HORCHATA COCO  700 ML (**) (*),RIVAS,BAJA CALIFORNIA SUR,GRUPO K,82.6,31/03/2026, $165.20 , $26.43 , $13.22 , $204.85 
BCS26-70,UNIDAD  SAN JOSÉ DEL CABO,02/02/2026,02/02/2026,28/01/2026,2,ABA413,PIEZA,ELOTE DORADO 410 GRS.,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,24,31/03/2026, $48.00 , $-   , $-   , $48.00 
BCS26-70,UNIDAD  SAN JOSÉ DEL CABO,02/02/2026,02/02/2026,28/01/2026,1,ABA5449,PIEZA,EXTRACTO DE VAINILLA 1 LT. (**) (*),RIVAS,BAJA CALIFORNIA SUR,GRUPO K,78,31/03/2026, $78.00 , $12.48 , $6.24 , $96.72 
BCS26-70,UNIDAD  SAN JOSÉ DEL CABO,02/02/2026,02/02/2026,28/01/2026,2,ABA442,PIEZA,"FRIJOL BAYO, PQT. DE 900 GRS.",RIVAS,BAJA CALIFORNIA SUR,GRUPO K,48,31/03/2026, $96.00 , $-   , $-   , $96.00 
BCS26-70,UNIDAD  SAN JOSÉ DEL CABO,02/02/2026,02/02/2026,28/01/2026,1,ABA1897,PIEZA,GALLETA MARÍA 850 GRS.,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,99,31/03/2026, $99.00 , $-   , $-   , $99.00 
BCS26-70,UNIDAD  SAN JOSÉ DEL CABO,02/02/2026,02/02/2026,28/01/2026,2,ABA480,PIEZA,GALLETAS SALADAS 504 GRS.,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,86.8,31/03/2026, $173.60 , $-   , $-   , $173.60 
BCS26-70,UNIDAD  SAN JOSÉ DEL CABO,02/02/2026,02/02/2026,28/01/2026,1,LI2860,PIEZA,"GELATINA ELABORADA SABOR FRESA, PZA DE 100 GRS. (*)",RIVAS,BAJA CALIFORNIA SUR,GRUPO K,3.52,31/03/2026, $3.52 , $-   , $0.28 , $3.80 
BCS26-70,UNIDAD  SAN JOSÉ DEL CABO,02/02/2026,02/02/2026,28/01/2026,1,LI2992,PIEZA,"GELATINA ELABORADA SABOR LIMÓN, PZA DE 100 GRS. (*)",RIVAS,BAJA CALIFORNIA SUR,GRUPO K,3.52,31/03/2026, $3.52 , $-   , $0.28 , $3.80 
BCS26-70,UNIDAD  SAN JOSÉ DEL CABO,02/02/2026,02/02/2026,28/01/2026,1,LI3046,PIEZA,"GELATINA ELABORADA SABOR UVA, PZA DE 100 GRS. (*)",RIVAS,BAJA CALIFORNIA SUR,GRUPO K,3.52,31/03/2026, $3.52 , $-   , $0.28 , $3.80 
BCS26-70,UNIDAD  SAN JOSÉ DEL CABO,02/02/2026,02/02/2026,28/01/2026,1,ABA1505,PIEZA,LECHE EVAPORADA LIQUIDA 360 GRS.,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,30.8,31/03/2026, $30.80 , $-   , $-   , $30.80 
BCS26-70,UNIDAD  SAN JOSÉ DEL CABO,02/02/2026,02/02/2026,28/01/2026,2,ABA1990,PIEZA,MAYONESA CON LIMÓN 725 GRS.,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,90,31/03/2026, $180.00 , $-   , $-   , $180.00 
BCS26-70,UNIDAD  SAN JOSÉ DEL CABO,02/02/2026,02/02/2026,28/01/2026,4,ABA591,PIEZA,MEDIA CREMA 225 ML,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,23.8,31/03/2026, $95.20 , $-   , $-   , $95.20 
BCS26-70,UNIDAD  SAN JOSÉ DEL CABO,02/02/2026,02/02/2026,28/01/2026,4,PANIN19,PIEZA,MEDIA NOCHES 340 GRS. C/8 PIEZAS,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,55,31/03/2026, $220.00 , $-   , $-   , $220.00 
BCS26-70,UNIDAD  SAN JOSÉ DEL CABO,02/02/2026,02/02/2026,28/01/2026,4,PANIN16,PIEZA,PAN DE CAJA INTEGRAL 620 GRS.,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,70,31/03/2026, $280.00 , $-   , $-   , $280.00 
BCS26-70,UNIDAD  SAN JOSÉ DEL CABO,02/02/2026,02/02/2026,28/01/2026,4,PANIN8,PIEZA,PAN PARA HAMBURGUESA 450 GRS. C/8 PIEZAS,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,60,31/03/2026, $240.00 , $-   , $-   , $240.00 
BCS26-70,UNIDAD  SAN JOSÉ DEL CABO,02/02/2026,02/02/2026,28/01/2026,2,PANIN6,PIEZA,PAN TOSTADO 210 GRS.,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,51.8,31/03/2026, $103.60 , $-   , $-   , $103.60 
BCS26-70,UNIDAD  SAN JOSÉ DEL CABO,02/02/2026,02/02/2026,28/01/2026,4,ABA1848,PIEZA,PURE DE TOMATE 1000 GRS.,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,26,31/03/2026, $104.00 , $-   , $-   , $104.00 
BCS26-70,UNIDAD  SAN JOSÉ DEL CABO,02/02/2026,02/02/2026,28/01/2026,1,ABA5455,PIEZA,TE DE LIMÓN CAJA C/96 SOBRES,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,122.5,31/03/2026, $122.50 , $-   , $-   , $122.50 
BCS26-70,UNIDAD  SAN JOSÉ DEL CABO,02/02/2026,02/02/2026,28/01/2026,3,PANIN27,PIEZA,TORTILLAS DE HARINA 22 PIEZAS 561 GRS.,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,47.5,31/03/2026, $142.50 , $-   , $-   , $142.50 
BCS26-70,UNIDAD  SAN JOSÉ DEL CABO,02/02/2026,02/02/2026,28/01/2026,3,RES28,KILO,BISTEC DE BOLA DE RES,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,236.25,31/03/2026, $708.75 , $-   , $-   , $708.75 
BCS26-70,UNIDAD  SAN JOSÉ DEL CABO,02/02/2026,02/02/2026,28/01/2026,3,POLLO11,KILO,FAJITAS DE POLLO,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,185,31/03/2026, $555.00 , $-   , $-   , $555.00 
BCS26-70,UNIDAD  SAN JOSÉ DEL CABO,02/02/2026,02/02/2026,28/01/2026,2,RES118,KILO,FAJITAS DE RES,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,236.25,31/03/2026, $472.50 , $-   , $-   , $472.50 
BCS26-70,UNIDAD  SAN JOSÉ DEL CABO,02/02/2026,02/02/2026,28/01/2026,1,RES167,KILO,MILANESA DE RES,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,209.25,31/03/2026, $209.25 , $-   , $-   , $209.25 
BCS26-70,UNIDAD  SAN JOSÉ DEL CABO,02/02/2026,02/02/2026,28/01/2026,3,POLLO87,KILO,PECHUGA ENTERA SIN PIEL,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,110.7,31/03/2026, $332.10 , $-   , $-   , $332.10 
BCS26-70,UNIDAD  SAN JOSÉ DEL CABO,02/02/2026,02/02/2026,28/01/2026,2,EMB33,PIEZA,"SALCHICHA PAVO, PQT. DE 1 KG",RIVAS,BAJA CALIFORNIA SUR,GRUPO K,98,31/03/2026, $196.00 , $-   , $-   , $196.00 
BCS26-70,UNIDAD  SAN JOSÉ DEL CABO,02/02/2026,02/02/2026,28/01/2026,1,EMB65,PIEZA,"TOCINO REBANADO, PQT. DE 1 KG",RIVAS,BAJA CALIFORNIA SUR,GRUPO K,200,31/03/2026, $200.00 , $-   , $-   , $200.00 
BCS26-70,UNIDAD  SAN JOSÉ DEL CABO,02/02/2026,02/02/2026,28/01/2026,1,LI2897,KILO,LIMÓN SIN SEMILLA,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,40,31/03/2026, $40.00 , $-   , $-   , $40.00 
BCS26-70,UNIDAD  SAN JOSÉ DEL CABO,02/02/2026,02/02/2026,28/01/2026,4,FRU49,KILO,MANZANA RAYADA,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,53.2,31/03/2026, $212.80 , $-   , $-   , $212.80 
BCS26-70,UNIDAD  SAN JOSÉ DEL CABO,02/02/2026,02/02/2026,28/01/2026,4,FRU51,KILO,MELÓN CHINO,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,37.24,31/03/2026, $148.96 , $-   , $-   , $148.96 
BCS26-70,UNIDAD  SAN JOSÉ DEL CABO,02/02/2026,02/02/2026,28/01/2026,4,FRU56,KILO,PAPAYA MARADOL,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,45.9,31/03/2026, $183.60 , $-   , $-   , $183.60 
BCS26-70,UNIDAD  SAN JOSÉ DEL CABO,02/02/2026,02/02/2026,28/01/2026,3,FRU57,KILO,PERA ANJOU,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,76,31/03/2026, $228.00 , $-   , $-   , $228.00 
BCS26-70,UNIDAD  SAN JOSÉ DEL CABO,02/02/2026,02/02/2026,28/01/2026,4,FRU58,KILO,PIÑA ESMERALDA,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,42,31/03/2026, $168.00 , $-   , $-   , $168.00 
BCS26-70,UNIDAD  SAN JOSÉ DEL CABO,02/02/2026,02/02/2026,28/01/2026,3,ABA522,KILO,HUEVO BLANCO,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,68,31/03/2026, $204.00 , $-   , $-   , $204.00 
BCS26-70,UNIDAD  SAN JOSÉ DEL CABO,02/02/2026,02/02/2026,28/01/2026,12,ABA551,PIEZA,LECHE ULTRAPAUSTERIZADA DESLACTOSADA 1 LT,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,39,31/03/2026, $468.00 , $-   , $-   , $468.00 
BCS26-70,UNIDAD  SAN JOSÉ DEL CABO,02/02/2026,02/02/2026,28/01/2026,1,LAC46,PIEZA,MARGARINA BARRA 1 KG,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,135,31/03/2026, $135.00 , $-   , $-   , $135.00 
BCS26-70,UNIDAD  SAN JOSÉ DEL CABO,02/02/2026,02/02/2026,28/01/2026,3,LAC103,KILO,"QUESO MANCHEGO, REBANADA DE 30 GRS.",RIVAS,BAJA CALIFORNIA SUR,GRUPO K,240,31/03/2026, $720.00 , $-   , $-   , $720.00 
BCS26-70,UNIDAD  SAN JOSÉ DEL CABO,02/02/2026,02/02/2026,28/01/2026,2,LAC109,KILO,"QUESO OAXACA, PQT. DE 1 KG",RIVAS,BAJA CALIFORNIA SUR,GRUPO K,198,31/03/2026, $396.00 , $-   , $-   , $396.00 
BCS26-70,UNIDAD  SAN JOSÉ DEL CABO,02/02/2026,02/02/2026,28/01/2026,2,LAC170,PIEZA,YOGURT BATIDO NATURAL SIN AZUCAR 900 GRS.,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,48,31/03/2026, $96.00 , $-   , $-   , $96.00 
BCS26-70,UNIDAD  SAN JOSÉ DEL CABO,02/02/2026,02/02/2026,28/01/2026,3,LAC147,KILO,TORTILLA DE MAÍZ,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,33.6,31/03/2026, $100.80 , $-   , $-   , $100.80 
BCS26-70,UNIDAD  SAN JOSÉ DEL CABO,02/02/2026,02/02/2026,28/01/2026,1,VER3,KILO,AJO,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,99.75,31/03/2026, $99.75 , $-   , $-   , $99.75 
BCS26-70,UNIDAD  SAN JOSÉ DEL CABO,02/02/2026,02/02/2026,28/01/2026,2,VER12,KILO,BRÓCOLI,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,45,31/03/2026, $90.00 , $-   , $-   , $90.00 
BCS26-70,UNIDAD  SAN JOSÉ DEL CABO,02/02/2026,02/02/2026,28/01/2026,2,VER14,KILO,CALABACITA ITALIANA,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,26.6,31/03/2026, $53.20 , $-   , $-   , $53.20 
BCS26-70,UNIDAD  SAN JOSÉ DEL CABO,02/02/2026,02/02/2026,28/01/2026,4,VER16,KILO,CEBOLLA BLANCA,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,33.25,31/03/2026, $133.00 , $-   , $-   , $133.00 
BCS26-70,UNIDAD  SAN JOSÉ DEL CABO,02/02/2026,02/02/2026,28/01/2026,2,VER17,KILO,CEBOLLA MORADA,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,45,31/03/2026, $90.00 , $-   , $-   , $90.00 
BCS26-70,UNIDAD  SAN JOSÉ DEL CABO,02/02/2026,02/02/2026,28/01/2026,1,VER23,KILO,CHAYOTE SIN ESPINA,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,26.6,31/03/2026, $26.60 , $-   , $-   , $26.60 
BCS26-70,UNIDAD  SAN JOSÉ DEL CABO,02/02/2026,02/02/2026,28/01/2026,1,VER60,KILO,ESPINACA FRESCA,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,35,31/03/2026, $35.00 , $-   , $-   , $35.00 
BCS26-70,UNIDAD  SAN JOSÉ DEL CABO,02/02/2026,02/02/2026,28/01/2026,5,VER96,KILO,JITOMATE SALADET,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,33.25,31/03/2026, $166.25 , $-   , $-   , $166.25 
BCS26-70,UNIDAD  SAN JOSÉ DEL CABO,02/02/2026,02/02/2026,28/01/2026,1,VER111,KILO,NOPALES SIN ESPINAS,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,85.4,31/03/2026, $85.40 , $-   , $-   , $85.40 
BCS26-70,UNIDAD  SAN JOSÉ DEL CABO,02/02/2026,02/02/2026,28/01/2026,4,VER115,KILO,PAPA BLANCA,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,50,31/03/2026, $200.00 , $-   , $-   , $200.00 
BCS26-70,UNIDAD  SAN JOSÉ DEL CABO,02/02/2026,02/02/2026,28/01/2026,2,VER150,KILO,ZANAHORIA,RIVAS,BAJA CALIFORNIA SUR,GRUPO K,28,31/03/2026, $56.00 , $-   , $-   , $56.00 
SLP26-76,UNIDAD MATEHUALA,02/02/2026,02/02/2026,05/02/2026,3,ABA3068,PIEZA,ACEITE DE CANOLA DE 1 LT,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,59.4,31/03/2026, $178.20 , $-   , $-   , $178.20 
SLP26-76,UNIDAD MATEHUALA,02/02/2026,02/02/2026,05/02/2026,3,ABA80,PIEZA,ARROZ SUPER EXTRA-BOLSA 1 KG,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,38.5,31/03/2026, $115.50 , $-   , $-   , $115.50 
SLP26-76,UNIDAD MATEHUALA,02/02/2026,02/02/2026,05/02/2026,5,ABA3820,PIEZA,ATOLE VAINILLA 47 GR,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,7.1,31/03/2026, $35.50 , $-   , $-   , $35.50 
SLP26-76,UNIDAD MATEHUALA,02/02/2026,02/02/2026,05/02/2026,10,ABA2703,PIEZA,ATÚN EN AGUA DE 130 GRS. SIN SOYA,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,25,31/03/2026, $250.00 , $-   , $-   , $250.00 
SLP26-76,UNIDAD MATEHUALA,02/02/2026,02/02/2026,05/02/2026,1,ABA2653,PIEZA,AVENA EN HOJUELAS BOLSA DE 1 KG,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,18.5,31/03/2026, $18.50 , $-   , $-   , $18.50 
SLP26-76,UNIDAD MATEHUALA,02/02/2026,02/02/2026,05/02/2026,6,PSEC14,KILO,AZÚCAR ESTÁNDAR,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,22.4,31/03/2026, $134.40 , $-   , $-   , $134.40 
SLP26-76,UNIDAD MATEHUALA,02/02/2026,02/02/2026,05/02/2026,1,ABA4349,PIEZA,BACTERICIDA 1 LITRO,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,154.6,31/03/2026, $154.60 , $-   , $-   , $154.60 
SLP26-76,UNIDAD MATEHUALA,02/02/2026,02/02/2026,05/02/2026,1,ABA947,PIEZA,CAFÉ TOSTADO Y MOLIDO DE 400 GRS,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,147,31/03/2026, $147.00 , $-   , $-   , $147.00 
SLP26-76,UNIDAD MATEHUALA,02/02/2026,02/02/2026,05/02/2026,1,PSEC21,KILO,CANELA EN TROZO,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,231,31/03/2026, $231.00 , $-   , $-   , $231.00 
SLP26-76,UNIDAD MATEHUALA,02/02/2026,02/02/2026,05/02/2026,3,ABA1032,PIEZA,CHILE JALAPEÑO EN RAJAS EN VINAGRE DE 380 GRS,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,31.5,31/03/2026, $94.50 , $-   , $-   , $94.50 
SLP26-76,UNIDAD MATEHUALA,02/02/2026,02/02/2026,05/02/2026,2,ABA3992,PIEZA,CONCENTRADO DE JAMAICA BOTELLA DE 750 ML (**) (*),MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,46.9,31/03/2026, $93.80 , $15.01 , $7.50 , $116.31 
SLP26-76,UNIDAD MATEHUALA,02/02/2026,02/02/2026,05/02/2026,1,ABA355,PIEZA,CONSOMÉ DE POLLO POLVO 1 KG,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,168.8,31/03/2026, $168.80 , $-   , $-   , $168.80 
SLP26-76,UNIDAD MATEHUALA,02/02/2026,02/02/2026,05/02/2026,5,ABA413,PIEZA,ELOTE DORADO 410 GRS.,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,12.7,31/03/2026, $63.50 , $-   , $-   , $63.50 
SLP26-76,UNIDAD MATEHUALA,02/02/2026,02/02/2026,05/02/2026,1,PSEC71,KILO,FLOR DE JAMAICA,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,203,31/03/2026, $203.00 , $-   , $-   , $203.00 
SLP26-76,UNIDAD MATEHUALA,02/02/2026,02/02/2026,05/02/2026,2,ABA447,PIEZA,"FRIJOL NEGRO, PQT. DE 900 GRS.",MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,33.4,31/03/2026, $66.80 , $-   , $-   , $66.80 
SLP26-76,UNIDAD MATEHUALA,02/02/2026,02/02/2026,05/02/2026,1,ABA471,PIEZA,GALLETA HABANERA INTEGRAL 468 GRS.,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,39.9,31/03/2026, $39.90 , $-   , $-   , $39.90 
SLP26-76,UNIDAD MATEHUALA,02/02/2026,02/02/2026,05/02/2026,1,ABA480,PIEZA,GALLETAS SALADAS 504 GRS.,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,55.3,31/03/2026, $55.30 , $-   , $-   , $55.30 
SLP26-76,UNIDAD MATEHUALA,02/02/2026,02/02/2026,05/02/2026,5,LI3046,PIEZA,"GELATINA ELABORADA SABOR UVA, PZA DE 100 GRS. (*)",MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,3.3,31/03/2026, $16.50 , $-   , $1.32 , $17.82 
SLP26-76,UNIDAD MATEHUALA,02/02/2026,02/02/2026,05/02/2026,2,ABA1390,PIEZA,"HARINA PARA HOT CAKES, PQT. DE 800 GR. (*)",MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,56.9,31/03/2026, $113.80 , $-   , $9.10 , $122.90 
SLP26-76,UNIDAD MATEHUALA,02/02/2026,02/02/2026,05/02/2026,2,ABA986,PIEZA,JARABE DE MAÍZ SABOR MAPLE 500 ML (*),MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,65.5,31/03/2026, $131.00 , $-   , $10.48 , $141.48 
SLP26-76,UNIDAD MATEHUALA,02/02/2026,02/02/2026,05/02/2026,3,ABA3271,PIEZA,"JUGO EN ENVASE TETRA PACK SABOR MANZANA, PZA. DE 1 LT (*)",MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,24.5,31/03/2026, $73.50 , $-   , $5.88 , $79.38 
SLP26-76,UNIDAD MATEHUALA,02/02/2026,02/02/2026,05/02/2026,2,ABA574,PIEZA,LENTEJA 1 KG,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,28,31/03/2026, $56.00 , $-   , $-   , $56.00 
SLP26-76,UNIDAD MATEHUALA,02/02/2026,02/02/2026,05/02/2026,1,ABA1990,PIEZA,MAYONESA CON LIMÓN 725 GRS.,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,94,31/03/2026, $94.00 , $-   , $-   , $94.00 
SLP26-76,UNIDAD MATEHUALA,02/02/2026,02/02/2026,05/02/2026,2,ABA5451,PIEZA,"MERMELADA SABOR FRESA, FCO. DE 900 GR. (*)",MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,52.5,31/03/2026, $105.00 , $-   , $8.40 , $113.40 
SLP26-76,UNIDAD MATEHUALA,02/02/2026,02/02/2026,05/02/2026,2,PANIN9,PIEZA,PAN DE CAJA BLANCO GRANDE 620 GRS.,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,48.3,31/03/2026, $96.60 , $-   , $-   , $96.60 
SLP26-76,UNIDAD MATEHUALA,02/02/2026,02/02/2026,05/02/2026,2,PANIN16,PIEZA,PAN DE CAJA INTEGRAL 620 GRS.,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,51,31/03/2026, $102.00 , $-   , $-   , $102.00 
SLP26-76,UNIDAD MATEHUALA,02/02/2026,02/02/2026,05/02/2026,5,ABA822,PIEZA,PASTA CODO 1 BOL. 200 GRS..,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,6.9,31/03/2026, $34.50 , $-   , $-   , $34.50 
SLP26-76,UNIDAD MATEHUALA,02/02/2026,02/02/2026,05/02/2026,3,ABA831,PIEZA,PASTA FIDEO 1 BOL. 200 GRS..,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,6.9,31/03/2026, $20.70 , $-   , $-   , $20.70 
SLP26-76,UNIDAD MATEHUALA,02/02/2026,02/02/2026,05/02/2026,5,ABA848,PIEZA,PASTA SPAGHETI  BOL. 200,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,6.9,31/03/2026, $34.50 , $-   , $-   , $34.50 
SLP26-76,UNIDAD MATEHUALA,02/02/2026,02/02/2026,05/02/2026,1,ABA743,PIEZA,SAL DE MESA YODATADA 1 KG,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,20.6,31/03/2026, $20.60 , $-   , $-   , $20.60 
SLP26-76,UNIDAD MATEHUALA,02/02/2026,02/02/2026,05/02/2026,1,ABA5455,PIEZA,TE DE LIMÓN CAJA C/96 SOBRES,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,59.5,31/03/2026, $59.50 , $-   , $-   , $59.50 
SLP26-76,UNIDAD MATEHUALA,02/02/2026,02/02/2026,05/02/2026,3,PANIN27,PIEZA,TORTILLAS DE HARINA 22 PIEZAS 561 GRS.,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,37,31/03/2026, $111.00 , $-   , $-   , $111.00 
SLP26-76,UNIDAD MATEHUALA,02/02/2026,02/02/2026,05/02/2026,3,PANIN30,PIEZA,TOSTADA HORNEADA CLÁSICA 360 GR.,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,54.8,31/03/2026, $164.40 , $-   , $-   , $164.40 
SLP26-76,UNIDAD MATEHUALA,02/02/2026,02/02/2026,05/02/2026,3,CERDO28,KILO,CHULETA DE CERDO AHUMADA,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,143.5,31/03/2026, $430.50 , $-   , $-   , $430.50 
SLP26-76,UNIDAD MATEHUALA,02/02/2026,02/02/2026,05/02/2026,0.5,RES173,KILO,MOLIDA DE RES MAGRA,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,255.5,31/03/2026, $127.75 , $-   , $-   , $127.75 
SLP26-76,UNIDAD MATEHUALA,02/02/2026,02/02/2026,05/02/2026,4,POLLO87,KILO,PECHUGA ENTERA SIN PIEL,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,129.5,31/03/2026, $518.00 , $-   , $-   , $518.00 
SLP26-76,UNIDAD MATEHUALA,02/02/2026,02/02/2026,05/02/2026,2,POLLO120,KILO,PIERNA O MUSLO  SIN PIEL,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,84,31/03/2026, $168.00 , $-   , $-   , $168.00 
SLP26-76,UNIDAD MATEHUALA,02/02/2026,02/02/2026,05/02/2026,1,EMB9,PIEZA,"JAMÓN DE PAVO REBANADO, PQT. DE 1 KG",MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,182,31/03/2026, $182.00 , $-   , $-   , $182.00 
SLP26-76,UNIDAD MATEHUALA,02/02/2026,02/02/2026,05/02/2026,1.8,FRU23,KILO,GUAYABA,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,45.5,31/03/2026, $81.90 , $-   , $-   , $81.90 
SLP26-76,UNIDAD MATEHUALA,02/02/2026,02/02/2026,05/02/2026,1,LI2897,KILO,LIMÓN SIN SEMILLA,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,31.5,31/03/2026, $31.50 , $-   , $-   , $31.50 
SLP26-76,UNIDAD MATEHUALA,02/02/2026,02/02/2026,05/02/2026,1,FRU36,KILO,MANDARINA,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,17.5,31/03/2026, $17.50 , $-   , $-   , $17.50 
